train_source_normal,train_target_normal,test_source_normal,test_bearing_source,test_fan_source,test_gearbox_source,test_slider_source,test_ToyCar_source,test_ToyTrain_source,test_valve_source,test_source_anomaly,test_target_normal,test_bearing_target,test_fan_target,test_gearbox_target,test_slider_target,test_ToyCar_target,test_ToyTrain_target,test_valve_target,test_target_anomaly
210,,7860.0,,,,,,,,7810.0,7960.0,,,,,,,,7910.0
211,,7861.0,,,,,,,,7811.0,7961.0,,,,,,,,7911.0
212,,7862.0,,,,,,,,7812.0,7962.0,,,,,,,,7912.0
213,,7863.0,,,,,,,,7813.0,7963.0,,,,,,,,7913.0
214,,7864.0,,,,,,,,7814.0,7964.0,,,,,,,,7914.0
215,,7865.0,,,,,,,,7815.0,7965.0,,,,,,,,7915.0
216,,7866.0,,,,,,,,7816.0,7966.0,,,,,,,,7916.0
217,,7867.0,,,,,,,,7817.0,7967.0,,,,,,,,7917.0
218,,7868.0,,,,,,,,7818.0,7968.0,,,,,,,,7918.0
219,,7869.0,,,,,,,,7819.0,7969.0,,,,,,,,7919.0
220,,7870.0,,,,,,,,7820.0,7970.0,,,,,,,,7920.0
221,,7871.0,,,,,,,,7821.0,7971.0,,,,,,,,7921.0
222,,7872.0,,,,,,,,7822.0,7972.0,,,,,,,,7922.0
223,,7873.0,,,,,,,,7823.0,7973.0,,,,,,,,7923.0
224,,7874.0,,,,,,,,7824.0,7974.0,,,,,,,,7924.0
225,,7875.0,,,,,,,,7825.0,7975.0,,,,,,,,7925.0
226,,7876.0,,,,,,,,7826.0,7976.0,,,,,,,,7926.0
227,,7877.0,,,,,,,,7827.0,7977.0,,,,,,,,7927.0
228,,7878.0,,,,,,,,7828.0,7978.0,,,,,,,,7928.0
229,,7879.0,,,,,,,,7829.0,7979.0,,,,,,,,7929.0
230,,7880.0,,,,,,,,7830.0,7980.0,,,,,,,,7930.0
231,,7881.0,,,,,,,,7831.0,7981.0,,,,,,,,7931.0
232,,7882.0,,,,,,,,7832.0,7982.0,,,,,,,,7932.0
233,,7883.0,,,,,,,,7833.0,7983.0,,,,,,,,7933.0
234,,7884.0,,,,,,,,7834.0,7984.0,,,,,,,,7934.0
235,,7885.0,,,,,,,,7835.0,7985.0,,,,,,,,7935.0
236,,7886.0,,,,,,,,7836.0,7986.0,,,,,,,,7936.0
237,,7887.0,,,,,,,,7837.0,7987.0,,,,,,,,7937.0
238,,7888.0,,,,,,,,7838.0,7988.0,,,,,,,,7938.0
239,,7889.0,,,,,,,,7839.0,7989.0,,,,,,,,7939.0
240,,7890.0,,,,,,,,7840.0,7990.0,,,,,,,,7940.0
241,,7891.0,,,,,,,,7841.0,7991.0,,,,,,,,7941.0
242,,7892.0,,,,,,,,7842.0,7992.0,,,,,,,,7942.0
243,,7893.0,,,,,,,,7843.0,7993.0,,,,,,,,7943.0
244,,7894.0,,,,,,,,7844.0,7994.0,,,,,,,,7944.0
245,,7895.0,,,,,,,,7845.0,7995.0,,,,,,,,7945.0
246,,7896.0,,,,,,,,7846.0,7996.0,,,,,,,,7946.0
247,,7897.0,,,,,,,,7847.0,7997.0,,,,,,,,7947.0
248,,7898.0,,,,,,,,7848.0,7998.0,,,,,,,,7948.0
249,,7899.0,,,,,,,,7849.0,7999.0,,,,,,,,7949.0
250,,8050.0,,,,,,,,8000.0,8150.0,,,,,,,,8100.0
251,,8051.0,,,,,,,,8001.0,8151.0,,,,,,,,8101.0
252,,8052.0,,,,,,,,8002.0,8152.0,,,,,,,,8102.0
253,,8053.0,,,,,,,,8003.0,8153.0,,,,,,,,8103.0
254,,8054.0,,,,,,,,8004.0,8154.0,,,,,,,,8104.0
255,,8055.0,,,,,,,,8005.0,8155.0,,,,,,,,8105.0
256,,8056.0,,,,,,,,8006.0,8156.0,,,,,,,,8106.0
257,,8057.0,,,,,,,,8007.0,8157.0,,,,,,,,8107.0
258,,8058.0,,,,,,,,8008.0,8158.0,,,,,,,,8108.0
259,,8059.0,,,,,,,,8009.0,8159.0,,,,,,,,8109.0
260,,8060.0,,,,,,,,8010.0,8160.0,,,,,,,,8110.0
261,,8061.0,,,,,,,,8011.0,8161.0,,,,,,,,8111.0
262,,8062.0,,,,,,,,8012.0,8162.0,,,,,,,,8112.0
263,,8063.0,,,,,,,,8013.0,8163.0,,,,,,,,8113.0
264,,8064.0,,,,,,,,8014.0,8164.0,,,,,,,,8114.0
265,,8065.0,,,,,,,,8015.0,8165.0,,,,,,,,8115.0
266,,8066.0,,,,,,,,8016.0,8166.0,,,,,,,,8116.0
267,,8067.0,,,,,,,,8017.0,8167.0,,,,,,,,8117.0
268,,8068.0,,,,,,,,8018.0,8168.0,,,,,,,,8118.0
269,,8069.0,,,,,,,,8019.0,8169.0,,,,,,,,8119.0
270,,8070.0,,,,,,,,8020.0,8170.0,,,,,,,,8120.0
271,,8071.0,,,,,,,,8021.0,8171.0,,,,,,,,8121.0
272,,8072.0,,,,,,,,8022.0,8172.0,,,,,,,,8122.0
273,,8073.0,,,,,,,,8023.0,8173.0,,,,,,,,8123.0
274,,8074.0,,,,,,,,8024.0,8174.0,,,,,,,,8124.0
275,,8075.0,,,,,,,,8025.0,8175.0,,,,,,,,8125.0
276,,8076.0,,,,,,,,8026.0,8176.0,,,,,,,,8126.0
277,,8077.0,,,,,,,,8027.0,8177.0,,,,,,,,8127.0
278,,8078.0,,,,,,,,8028.0,8178.0,,,,,,,,8128.0
279,,8079.0,,,,,,,,8029.0,8179.0,,,,,,,,8129.0
280,,8080.0,,,,,,,,8030.0,8180.0,,,,,,,,8130.0
281,,8081.0,,,,,,,,8031.0,8181.0,,,,,,,,8131.0
282,,8082.0,,,,,,,,8032.0,8182.0,,,,,,,,8132.0
283,,8083.0,,,,,,,,8033.0,8183.0,,,,,,,,8133.0
284,,8084.0,,,,,,,,8034.0,8184.0,,,,,,,,8134.0
285,,8085.0,,,,,,,,8035.0,8185.0,,,,,,,,8135.0
286,,8086.0,,,,,,,,8036.0,8186.0,,,,,,,,8136.0
287,,8087.0,,,,,,,,8037.0,8187.0,,,,,,,,8137.0
288,,8088.0,,,,,,,,8038.0,8188.0,,,,,,,,8138.0
289,,8089.0,,,,,,,,8039.0,8189.0,,,,,,,,8139.0
290,,8090.0,,,,,,,,8040.0,8190.0,,,,,,,,8140.0
291,,8091.0,,,,,,,,8041.0,8191.0,,,,,,,,8141.0
292,,8092.0,,,,,,,,8042.0,8192.0,,,,,,,,8142.0
293,,8093.0,,,,,,,,8043.0,8193.0,,,,,,,,8143.0
294,,8094.0,,,,,,,,8044.0,8194.0,,,,,,,,8144.0
295,,8095.0,,,,,,,,8045.0,8195.0,,,,,,,,8145.0
296,,8096.0,,,,,,,,8046.0,8196.0,,,,,,,,8146.0
297,,8097.0,,,,,,,,8047.0,8197.0,,,,,,,,8147.0
298,,8098.0,,,,,,,,8048.0,8198.0,,,,,,,,8148.0
299,,8099.0,,,,,,,,8049.0,8199.0,,,,,,,,8149.0
300,,8250.0,,,,,,,,8200.0,8350.0,,,,,,,,8300.0
301,,8251.0,,,,,,,,8201.0,8351.0,,,,,,,,8301.0
302,,8252.0,,,,,,,,8202.0,8352.0,,,,,,,,8302.0
303,,8253.0,,,,,,,,8203.0,8353.0,,,,,,,,8303.0
304,,8254.0,,,,,,,,8204.0,8354.0,,,,,,,,8304.0
305,,8255.0,,,,,,,,8205.0,8355.0,,,,,,,,8305.0
306,,8256.0,,,,,,,,8206.0,8356.0,,,,,,,,8306.0
307,,8257.0,,,,,,,,8207.0,8357.0,,,,,,,,8307.0
308,,8258.0,,,,,,,,8208.0,8358.0,,,,,,,,8308.0
309,,8259.0,,,,,,,,8209.0,8359.0,,,,,,,,8309.0
310,,8260.0,,,,,,,,8210.0,8360.0,,,,,,,,8310.0
311,,8261.0,,,,,,,,8211.0,8361.0,,,,,,,,8311.0
312,,8262.0,,,,,,,,8212.0,8362.0,,,,,,,,8312.0
313,,8263.0,,,,,,,,8213.0,8363.0,,,,,,,,8313.0
314,,8264.0,,,,,,,,8214.0,8364.0,,,,,,,,8314.0
315,,8265.0,,,,,,,,8215.0,8365.0,,,,,,,,8315.0
316,,8266.0,,,,,,,,8216.0,8366.0,,,,,,,,8316.0
317,,8267.0,,,,,,,,8217.0,8367.0,,,,,,,,8317.0
318,,8268.0,,,,,,,,8218.0,8368.0,,,,,,,,8318.0
319,,8269.0,,,,,,,,8219.0,8369.0,,,,,,,,8319.0
320,,8270.0,,,,,,,,8220.0,8370.0,,,,,,,,8320.0
321,,8271.0,,,,,,,,8221.0,8371.0,,,,,,,,8321.0
322,,8272.0,,,,,,,,8222.0,8372.0,,,,,,,,8322.0
323,,8273.0,,,,,,,,8223.0,8373.0,,,,,,,,8323.0
324,,8274.0,,,,,,,,8224.0,8374.0,,,,,,,,8324.0
325,,8275.0,,,,,,,,8225.0,8375.0,,,,,,,,8325.0
326,,8276.0,,,,,,,,8226.0,8376.0,,,,,,,,8326.0
327,,8277.0,,,,,,,,8227.0,8377.0,,,,,,,,8327.0
328,,8278.0,,,,,,,,8228.0,8378.0,,,,,,,,8328.0
329,,8279.0,,,,,,,,8229.0,8379.0,,,,,,,,8329.0
330,,8280.0,,,,,,,,8230.0,8380.0,,,,,,,,8330.0
331,,8281.0,,,,,,,,8231.0,8381.0,,,,,,,,8331.0
332,,8282.0,,,,,,,,8232.0,8382.0,,,,,,,,8332.0
333,,8283.0,,,,,,,,8233.0,8383.0,,,,,,,,8333.0
334,,8284.0,,,,,,,,8234.0,8384.0,,,,,,,,8334.0
335,,8285.0,,,,,,,,8235.0,8385.0,,,,,,,,8335.0
336,,8286.0,,,,,,,,8236.0,8386.0,,,,,,,,8336.0
337,,8287.0,,,,,,,,8237.0,8387.0,,,,,,,,8337.0
338,,8288.0,,,,,,,,8238.0,8388.0,,,,,,,,8338.0
339,,8289.0,,,,,,,,8239.0,8389.0,,,,,,,,8339.0
340,,8290.0,,,,,,,,8240.0,8390.0,,,,,,,,8340.0
341,,8291.0,,,,,,,,8241.0,8391.0,,,,,,,,8341.0
342,,8292.0,,,,,,,,8242.0,8392.0,,,,,,,,8342.0
343,,8293.0,,,,,,,,8243.0,8393.0,,,,,,,,8343.0
344,,8294.0,,,,,,,,8244.0,8394.0,,,,,,,,8344.0
345,,8295.0,,,,,,,,8245.0,8395.0,,,,,,,,8345.0
346,,8296.0,,,,,,,,8246.0,8396.0,,,,,,,,8346.0
347,,8297.0,,,,,,,,8247.0,8397.0,,,,,,,,8347.0
348,,8298.0,,,,,,,,8248.0,8398.0,,,,,,,,8348.0
349,,8299.0,,,,,,,,8249.0,8399.0,,,,,,,,8349.0
350,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,,,,,,
510,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,,,,
514,,,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,,,,
540,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,,,,
556,,,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,,,
559,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,,,,,,,,
561,,,,,,,,,,,,,,,,,,,
562,,,,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,,,,,,,,
564,,,,,,,,,,,,,,,,,,,
565,,,,,,,,,,,,,,,,,,,
566,,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,,,
568,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,
572,,,,,,,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,
576,,,,,,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,,,
582,,,,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,,,,
584,,,,,,,,,,,,,,,,,,,
585,,,,,,,,,,,,,,,,,,,
586,,,,,,,,,,,,,,,,,,,
587,,,,,,,,,,,,,,,,,,,
588,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,
591,,,,,,,,,,,,,,,,,,,
592,,,,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,,,
594,,,,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,,,
596,,,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,,,,
598,,,,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,,
602,,,,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,,,,
604,,,,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,,,,,,,
608,,,,,,,,,,,,,,,,,,,
609,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,,,,,,,
612,,,,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,,,,,,
614,,,,,,,,,,,,,,,,,,,
615,,,,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,,,,,,
617,,,,,,,,,,,,,,,,,,,
618,,,,,,,,,,,,,,,,,,,
619,,,,,,,,,,,,,,,,,,,
620,,,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,,,,,,,,,
622,,,,,,,,,,,,,,,,,,,
623,,,,,,,,,,,,,,,,,,,
624,,,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,,,
626,,,,,,,,,,,,,,,,,,,
627,,,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,
630,,,,,,,,,,,,,,,,,,,
631,,,,,,,,,,,,,,,,,,,
632,,,,,,,,,,,,,,,,,,,
633,,,,,,,,,,,,,,,,,,,
634,,,,,,,,,,,,,,,,,,,
635,,,,,,,,,,,,,,,,,,,
636,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,,,
638,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,,,,,,
641,,,,,,,,,,,,,,,,,,,
642,,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,,,
644,,,,,,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,,
648,,,,,,,,,,,,,,,,,,,
649,,,,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,,,,,,
654,,,,,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,,,,
666,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,
752,,,,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,,,,,,,
756,,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,,,,
759,,,,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,,,
761,,,,,,,,,,,,,,,,,,,
